yearMonth,country,species,monthlyCases
"""2014-11""","""IT""","""Homo sapiens""",21
"""2014-11""","""LV""","""Homo sapiens""",21
"""2014-11""","""GT""","""Homo sapiens""",20
"""2014-11""","""DZ""","""Homo sapiens""",16
"""2014-11""","""DZ""","""Homo sapiens""",16
"""2014-11""","""MY""","""Homo sapiens""",15
"""2014-11""","""FJ""","""Homo sapiens""",15
"""2014-11""","""IE""","""Homo sapiens""",14
"""2014-11""","""SV""","""Homo sapiens""",14
"""2014-11""","""GH""","""Homo sapiens""",14
"""2014-11""","""FI""","""Homo sapiens""",12
"""2014-11""","""AR""","""Homo sapiens""",12
"""2014-11""","""IL""","""Homo sapiens""",12
"""2014-11""","""IT""","""Homo sapiens""",12
"""2014-11""","""KZ""","""Homo sapiens""",10
"""2014-11""","""DE""","""Homo sapiens""",10
"""2014-11""","""BT""","""Homo sapiens""",10
"""2014-11""","""MA""","""Homo sapiens""",10
"""2014-11""","""MY""","""Homo sapiens""",9
"""2014-11""","""DE""","""Homo sapiens""",8
"""2014-11""","""DK""","""Homo sapiens""",8
"""2014-11""","""LK""","""Homo sapiens""",8
"""2014-11""","""LK""","""Homo sapiens""",8
"""2014-11""","""DO""","""Homo sapiens""",8
"""2014-11""","""NG""","""Homo sapiens""",6
"""2014-11""","""PL""","""Homo sapiens""",6
"""2014-11""","""GR""","""Homo sapiens""",6
"""2014-11""","""UZ""","""Homo sapiens""",6
"""2014-11""","""VE""","""Homo sapiens""",6
"""2014-11""","""IE""","""Homo sapiens""",6
"""2014-11""","""JO""","""Homo sapiens""",6
"""2014-11""","""BD""","""Homo sapiens""",5
"""2014-11""","""TR""","""Homo sapiens""",4
"""2014-11""","""MZ""","""Homo sapiens""",4
"""2014-11""","""VE""","""Homo sapiens""",4
"""2014-11""","""PE""","""Homo sapiens""",4
"""2014-11""","""PE""","""Homo sapiens""",4
"""2014-11""","""BD""","""Homo sapiens""",4
"""2014-11""","""LU""","""Homo sapiens""",3
"""2014-11""","""LV""","""Homo sapiens""",3
"""2014-11""","""PK""","""Homo sapiens""",2
"""2014-11""","""SN""","""Homo sapiens""",2
"""2014-11""","""SI""","""Homo sapiens""",2
"""2014-12""","""CA""","""Homo sapiens""",61248
"""2014-12""","""CN""","""Homo sapiens""",54078
"""2014-12""","""CN""","""Homo sapiens""",30270
"""2014-12""","""CA""","""Homo sapiens""",18208
"""2014-12""","""FR""","""Homo sapiens""",6162
"""2014-12""","""US""","""Homo sapiens""",3671
"""2014-12""","""JP""","""Homo sapiens""",3344
"""2014-12""","""EG""","""Homo sapiens""",3110
"""2014-12""","""FR""","""Homo sapiens""",3081
"""2014-12""","""JP""","""Homo sapiens""",2592
"""2014-12""","""ZA""","""Homo sapiens""",2154
"""2014-12""","""ZW""","""Homo sapiens""",2054
"""2014-12""","""MX""","""Homo sapiens""",1684
"""2014-12""","""US""","""Homo sapiens""",1668
"""2014-12""","""ES""","""Homo sapiens""",1488
"""2014-12""","""NO""","""Homo sapiens""",1416
"""2014-12""","""NL""","""Homo sapiens""",1382
"""2014-12""","""SE""","""Homo sapiens""",1356
"""2014-12""","""QA""","""Homo sapiens""",1356
"""2014-12""","""QA""","""Homo sapiens""",1356
"""2014-12""","""EG""","""Homo sapiens""",1328
"""2014-12""","""ZA""","""Homo sapiens""",1039
"""2014-12""","""ZW""","""Homo sapiens""",1027
"""2014-12""","""IT""","""Homo sapiens""",987
"""2014-12""","""CH""","""Homo sapiens""",897
"""2014-12""","""PH""","""Homo sapiens""",842
"""2014-12""","""ES""","""Homo sapiens""",744
"""2014-12""","""NL""","""Homo sapiens""",712
"""2014-12""","""SE""","""Homo sapiens""",696
"""2014-12""","""PT""","""Homo sapiens""",651
"""2014-12""","""NO""","""Homo sapiens""",645
"""2014-12""","""SI""","""Homo sapiens""",562
"""2014-12""","""IT""","""Homo sapiens""",546
"""2014-12""","""LV""","""Homo sapiens""",471
"""2014-12""","""SI""","""Homo sapiens""",378
"""2014-12""","""BD""","""Homo sapiens""",329
"""2014-12""","""PT""","""Homo sapiens""",291
"""2014-12""","""HR""","""Homo sapiens""",258
"""2014-12""","""AT""","""Homo sapiens""",258
"""2014-12""","""MG""","""Homo sapiens""",258
"""2014-12""","""CH""","""Homo sapiens""",228
"""2014-12""","""DK""","""Homo sapiens""",188
"""2014-12""","""LV""","""Homo sapiens""",186
"""2014-12""","""IL""","""Homo sapiens""",183
"""2014-12""","""BD""","""Homo sapiens""",182
"""2014-12""","""LK""","""Homo sapiens""",168
"""2014-12""","""IE""","""Homo sapiens""",164
"""2014-12""","""AU""","""Homo sapiens""",160
"""2014-12""","""GR""","""Homo sapiens""",153
"""2014-12""","""OM""","""Homo sapiens""",152
"""2014-12""","""BE""","""Homo sapiens""",150
"""2014-12""","""HR""","""Homo sapiens""",144
"""2014-12""","""MA""","""Homo sapiens""",124
"""2014-12""","""CU""","""Homo sapiens""",120
"""2014-12""","""DE""","""Homo sapiens""",112
"""2014-12""","""UA""","""Homo sapiens""",112
"""2014-12""","""AU""","""Homo sapiens""",108
"""2014-12""","""DE""","""Homo sapiens""",106
"""2014-12""","""CR""","""Homo sapiens""",104
"""2014-12""","""BH""","""Homo sapiens""",98
"""2014-12""","""UZ""","""Homo sapiens""",93
"""2014-12""","""BE""","""Homo sapiens""",93
"""2014-12""","""ID""","""Homo sapiens""",90
"""2014-12""","""CO""","""Homo sapiens""",86
"""2014-12""","""BR""","""Homo sapiens""",84
"""2014-12""","""IL""","""Homo sapiens""",84
"""2014-12""","""BH""","""Homo sapiens""",82
"""2014-12""","""OM""","""Homo sapiens""",76
"""2014-12""","""EC""","""Homo sapiens""",75
"""2014-12""","""CO""","""Homo sapiens""",72
"""2014-12""","""CR""","""Homo sapiens""",70
"""2014-12""","""GR""","""Homo sapiens""",66
"""2014-12""","""TH""","""Homo sapiens""",63
"""2014-12""","""AZ""","""Homo sapiens""",60
"""2014-12""","""TN""","""Homo sapiens""",60
"""2014-12""","""MT""","""Homo sapiens""",56
"""2014-12""","""CL""","""Homo sapiens""",50
"""2014-12""","""KZ""","""Homo sapiens""",44
"""2014-12""","""BR""","""Homo sapiens""",42
"""2014-12""","""SG""","""Homo sapiens""",39
"""2014-12""","""JO""","""Homo sapiens""",39
"""2014-12""","""DZ""","""Homo sapiens""",38
"""2014-12""","""KZ""","""Homo sapiens""",32
"""2014-12""","""DZ""","""Homo sapiens""",32
"""2014-12""","""KH""","""Homo sapiens""",30
"""2014-12""","""FI""","""Homo sapiens""",28
"""2014-12""","""BY""","""Homo sapiens""",28
"""2014-12""","""CZ""","""Homo sapiens""",27
"""2014-12""","""LU""","""Homo sapiens""",27
"""2014-12""","""DK""","""Homo sapiens""",24
"""2014-12""","""PY""","""Homo sapiens""",24
"""2014-12""","""GH""","""Homo sapiens""",22
"""2014-12""","""GH""","""Homo sapiens""",22
"""2014-12""","""ID""","""Homo sapiens""",18
"""2014-12""","""TH""","""Homo sapiens""",18
"""2014-12""","""TR""","""Homo sapiens""",18
"""2014-12""","""RO""","""Homo sapiens""",18
"""2014-12""","""PA""","""Homo sapiens""",16
"""2014-12""","""MN""","""Homo sapiens""",15
"""2014-12""","""LU""","""Homo sapiens""",15
"""2014-12""","""IS""","""Homo sapiens""",12
"""2014-12""","""FJ""","""Homo sapiens""",12
"""2014-12""","""EE""","""Homo sapiens""",12
"""2014-12""","""PA""","""Homo sapiens""",12
"""2014-12""","""PE""","""Homo sapiens""",10
"""2014-12""","""SV""","""Homo sapiens""",10
"""2014-12""","""JM""","""Homo sapiens""",9
"""2014-12""","""IN""","""Homo sapiens""",9
"""2014-12""","""VE""","""Homo sapiens""",8
"""2014-12""","""PE""","""Homo sapiens""",8
"""2014-12""","""NP""","""Homo sapiens""",8
"""2014-12""","""NE""","""Homo sapiens""",8
"""2014-12""","""PL""","""Homo sapiens""",6
"""2014-12""","""AL""","""Homo sapiens""",6
"""2014-12""","""NC""","""Homo sapiens""",6
"""2014-12""","""SG""","""Homo sapiens""",6
"""2014-12""","""IN""","""Homo sapiens""",6
"""2014-12""","""NC""","""Homo sapiens""",6
"""2014-12""","""FI""","""Homo sapiens""",6
"""2014-12""","""IQ""","""Homo sapiens""",4
"""2014-12""","""IQ""","""Homo sapiens""",4
"""2014-12""","""GF""","""Homo sapiens""",3
"""2014-12""","""MY""","""Homo sapiens""",3
"""2014-12""","""JM""","""Homo sapiens""",3
"""2014-12""","""PK""","""Homo sapiens""",2
"""2014-12""","""ZM""","""Homo sapiens""",2
"""2014-2""","""CN""","""Homo sapiens""",72330
"""2014-2""","""VN""","""Aves""",39112
"""2014-2""","""CN""","""Homo sapiens""",36165
"""2014-2""","""FR""","""Homo sapiens""",31494
"""2014-2""","""CA""","""Homo sapiens""",19648
"""2014-2""","""FR""","""Homo sapiens""",15747
"""2014-2""","""ZA""","""Homo sapiens""",11708
"""2014-2""","""ZW""","""Homo sapiens""",10498
"""2014-2""","""CA""","""Homo sapiens""",9824
"""2014-2""","""ES""","""Homo sapiens""",8576
"""2014-2""","""SE""","""Homo sapiens""",6852
"""2014-2""","""ZA""","""Homo sapiens""",5866
"""2014-2""","""MX""","""Homo sapiens""",5544
"""2014-2""","""ZW""","""Homo sapiens""",5249
"""2014-2""","""JP""","""Homo sapiens""",4464
"""2014-2""","""JP""","""Homo sapiens""",4464
"""2014-2""","""ES""","""Homo sapiens""",4288
"""2014-2""","""CH""","""Homo sapiens""",4182
"""2014-2""","""US""","""Homo sapiens""",3995
"""2014-2""","""SE""","""Homo sapiens""",3426
"""2014-2""","""SI""","""Homo sapiens""",3196
"""2014-2""","""NO""","""Homo sapiens""",2956
"""2014-2""","""PH""","""Homo sapiens""",2820
"""2014-2""","""IL""","""Homo sapiens""",2778
"""2014-2""","""MX""","""Homo sapiens""",2772
"""2014-2""","""IE""","""Homo sapiens""",2568
"""2014-2""","""DK""","""Homo sapiens""",2420
"""2014-2""","""US""","""Homo sapiens""",2385
"""2014-2""","""AT""","""Homo sapiens""",2268
"""2014-2""","""IT""","""Homo sapiens""",2208
"""2014-2""","""CH""","""Homo sapiens""",2091
"""2014-2""","""QA""","""Homo sapiens""",2016
"""2014-2""","""QA""","""Homo sapiens""",2016
"""2014-2""","""GR""","""Homo sapiens""",1974
"""2014-2""","""PT""","""Homo sapiens""",1926
"""2014-2""","""SI""","""Homo sapiens""",1598
"""2014-2""","""EG""","""Homo sapiens""",1556
"""2014-2""","""EG""","""Homo sapiens""",1556
"""2014-2""","""UA""","""Homo sapiens""",1480
"""2014-2""","""NO""","""Homo sapiens""",1478
"""2014-2""","""PH""","""Homo sapiens""",1422
"""2014-2""","""IL""","""Homo sapiens""",1389
"""2014-2""","""GR""","""Homo sapiens""",1317
"""2014-2""","""IE""","""Homo sapiens""",1284
"""2014-2""","""DK""","""Homo sapiens""",1210
"""2014-2""","""AT""","""Homo sapiens""",1134
"""2014-2""","""IT""","""Homo sapiens""",1105
"""2014-2""","""PT""","""Homo sapiens""",963
"""2014-2""","""BG""","""Homo sapiens""",960
"""2014-2""","""MN""","""Homo sapiens""",921
"""2014-2""","""MN""","""Homo sapiens""",921
"""2014-2""","""UA""","""Homo sapiens""",844
"""2014-2""","""MG""","""Homo sapiens""",744
"""2014-2""","""BD""","""Homo sapiens""",734
"""2014-2""","""EE""","""Homo sapiens""",716
"""2014-2""","""KZ""","""Homo sapiens""",652
"""2014-2""","""KZ""","""Homo sapiens""",652
"""2014-2""","""RO""","""Homo sapiens""",636
"""2014-2""","""RO""","""Homo sapiens""",636
"""2014-2""","""HR""","""Homo sapiens""",552
"""2014-2""","""BE""","""Homo sapiens""",546
"""2014-2""","""TH""","""Homo sapiens""",513
"""2014-2""","""TH""","""Homo sapiens""",513
"""2014-2""","""ID""","""Homo sapiens""",480
"""2014-2""","""BG""","""Homo sapiens""",480
"""2014-2""","""ID""","""Homo sapiens""",480
"""2014-2""","""EE""","""Homo sapiens""",402
"""2014-2""","""LV""","""Homo sapiens""",396
"""2014-2""","""BD""","""Homo sapiens""",367
"""2014-2""","""NL""","""Homo sapiens""",346
"""2014-2""","""BE""","""Homo sapiens""",345
"""2014-2""","""PL""","""Homo sapiens""",324
"""2014-2""","""GE""","""Homo sapiens""",264
"""2014-2""","""DE""","""Homo sapiens""",246
"""2014-2""","""LV""","""Homo sapiens""",246
"""2014-2""","""DE""","""Homo sapiens""",246
"""2014-2""","""AU""","""Homo sapiens""",244
"""2014-2""","""LU""","""Homo sapiens""",240
"""2014-2""","""AL""","""Homo sapiens""",234
"""2014-2""","""AL""","""Homo sapiens""",234
"""2014-2""","""NL""","""Homo sapiens""",224
"""2014-2""","""AU""","""Homo sapiens""",212
"""2014-2""","""SG""","""Homo sapiens""",210
"""2014-2""","""TR""","""Homo sapiens""",192
"""2014-2""","""SG""","""Homo sapiens""",189
"""2014-2""","""PK""","""Homo sapiens""",166
"""2014-2""","""PK""","""Homo sapiens""",166
"""2014-2""","""CO""","""Homo sapiens""",153
"""2014-2""","""HU""","""Homo sapiens""",150
"""2014-2""","""CO""","""Homo sapiens""",144
"""2014-2""","""PL""","""Homo sapiens""",141
"""2014-2""","""IS""","""Homo sapiens""",138
"""2014-2""","""IS""","""Homo sapiens""",138
"""2014-2""","""BR""","""Homo sapiens""",135
"""2014-2""","""LU""","""Homo sapiens""",135
"""2014-2""","""BR""","""Homo sapiens""",135
"""2014-2""","""MU""","""Homo sapiens""",134
"""2014-2""","""RS""","""Homo sapiens""",132
"""2014-2""","""HU""","""Homo sapiens""",126
"""2014-2""","""OM""","""Homo sapiens""",124
"""2014-2""","""TR""","""Homo sapiens""",124
"""2014-2""","""RS""","""Homo sapiens""",123
"""2014-2""","""LK""","""Homo sapiens""",120
"""2014-2""","""FI""","""Homo sapiens""",110
"""2014-2""","""FI""","""Homo sapiens""",110
"""2014-2""","""GH""","""Homo sapiens""",96
"""2014-2""","""TN""","""Homo sapiens""",93
"""2014-2""","""DZ""","""Homo sapiens""",92
"""2014-2""","""OM""","""Homo sapiens""",90
"""2014-2""","""GF""","""Homo sapiens""",84
"""2014-2""","""GF""","""Homo sapiens""",84
"""2014-2""","""MU""","""Homo sapiens""",78
"""2014-2""","""MT""","""Homo sapiens""",72
"""2014-2""","""IN""","""Homo sapiens""",72
"""2014-2""","""SK""","""Homo sapiens""",69
"""2014-2""","""GP""","""Homo sapiens""",66
"""2014-2""","""NP""","""Homo sapiens""",66
"""2014-2""","""BF""","""Homo sapiens""",66
"""2014-2""","""BA""","""Homo sapiens""",63
"""2014-2""","""IN""","""Homo sapiens""",63
"""2014-2""","""MT""","""Homo sapiens""",60
"""2014-2""","""MG""","""Homo sapiens""",60
"""2014-2""","""BY""","""Homo sapiens""",60
"""2014-2""","""NP""","""Homo sapiens""",58
"""2014-2""","""BF""","""Homo sapiens""",58
"""2014-2""","""GE""","""Homo sapiens""",51
"""2014-2""","""SK""","""Homo sapiens""",45
"""2014-2""","""KE""","""Homo sapiens""",45
"""2014-2""","""ET""","""Homo sapiens""",44
"""2014-2""","""GH""","""Homo sapiens""",42
"""2014-2""","""LT""","""Homo sapiens""",40
"""2014-2""","""BY""","""Homo sapiens""",40
"""2014-2""","""DZ""","""Homo sapiens""",38
"""2014-2""","""NE""","""Homo sapiens""",36
"""2014-2""","""KE""","""Homo sapiens""",33
"""2014-2""","""CZ""","""Homo sapiens""",33
"""2014-2""","""CZ""","""Homo sapiens""",33
"""2014-2""","""MZ""","""Homo sapiens""",28
"""2014-2""","""MQ""","""Homo sapiens""",24
"""2014-2""","""BA""","""Homo sapiens""",24
"""2014-2""","""JO""","""Homo sapiens""",24
"""2014-2""","""MQ""","""Homo sapiens""",24
"""2014-2""","""NG""","""Homo sapiens""",21
"""2014-2""","""CU""","""Homo sapiens""",21
"""2014-2""","""MY""","""Homo sapiens""",21
"""2014-2""","""AM""","""Homo sapiens""",18
"""2014-2""","""LT""","""Homo sapiens""",18
"""2014-2""","""BH""","""Homo sapiens""",16
"""2014-2""","""GP""","""Homo sapiens""",16
"""2014-2""","""GT""","""Homo sapiens""",16
"""2014-2""","""TG""","""Homo sapiens""",16
"""2014-2""","""NG""","""Homo sapiens""",15
"""2014-2""","""KH""","""Homo sapiens""",15
"""2014-2""","""UZ""","""Homo sapiens""",15
"""2014-2""","""SN""","""Homo sapiens""",12
"""2014-2""","""CL""","""Homo sapiens""",12
"""2014-2""","""AR""","""Homo sapiens""",12
"""2014-2""","""PY""","""Homo sapiens""",12
"""2014-2""","""CR""","""Homo sapiens""",10
"""2014-2""","""CL""","""Homo sapiens""",10
"""2014-2""","""NI""","""Homo sapiens""",9
"""2014-2""","""UZ""","""Homo sapiens""",9
"""2014-2""","""VE""","""Homo sapiens""",8
"""2014-2""","""SL""","""Homo sapiens""",8
"""2014-2""","""VE""","""Homo sapiens""",8
"""2014-2""","""BT""","""Homo sapiens""",8
"""2014-2""","""AR""","""Homo sapiens""",8
"""2014-2""","""CN""","""Aves""",8
"""2014-2""","""MA""","""Homo sapiens""",6
"""2014-2""","""CM""","""Homo sapiens""",6
"""2014-2""","""EC""","""Homo sapiens""",6
"""2014-2""","""SV""","""Homo sapiens""",6
"""2014-2""","""UG""","""Homo sapiens""",4
"""2014-2""","""GT""","""Homo sapiens""",4
"""2014-2""","""CF""","""Homo sapiens""",4
"""2014-2""","""SV""","""Homo sapiens""",4
"""2014-2""","""NC""","""Homo sapiens""",4
"""2014-2""","""RW""","""Homo sapiens""",4
"""2014-2""","""BH""","""Homo sapiens""",4
"""2014-2""","""NC""","""Homo sapiens""",2
"""2014-3""","""CN""","""Homo sapiens""",46965
"""2014-3""","""CN""","""Homo sapiens""",26433
"""2014-3""","""FR""","""Homo sapiens""",15252
"""2014-3""","""CA""","""Homo sapiens""",13816
"""2014-3""","""VN""","""Aves""",10166
"""2014-3""","""FR""","""Homo sapiens""",7626
"""2014-3""","""CA""","""Homo sapiens""",6908
"""2014-3""","""ZA""","""Homo sapiens""",5825
"""2014-3""","""ZW""","""Homo sapiens""",5084
"""2014-3""","""US""","""Homo sapiens""",4420
"""2014-3""","""AT""","""Homo sapiens""",4116
"""2014-3""","""NO""","""Homo sapiens""",3868
"""2014-3""","""SE""","""Homo sapiens""",3666
"""2014-3""","""CH""","""Homo sapiens""",3600
"""2014-3""","""JP""","""Homo sapiens""",2986
"""2014-3""","""JP""","""Homo sapiens""",2986
"""2014-3""","""ZA""","""Homo sapiens""",2917
"""2014-3""","""UA""","""Homo sapiens""",2576
"""2014-3""","""ZW""","""Homo sapiens""",2542
"""2014-3""","""IE""","""Homo sapiens""",2288
"""2014-3""","""US""","""Homo sapiens""",2280
"""2014-3""","""AT""","""Homo sapiens""",2058
"""2014-3""","""IL""","""Homo sapiens""",2028
"""2014-3""","""SI""","""Homo sapiens""",1976
"""2014-3""","""QA""","""Homo sapiens""",1968
"""2014-3""","""QA""","""Homo sapiens""",1968
"""2014-3""","""NO""","""Homo sapiens""",1934
"""2014-3""","""SE""","""Homo sapiens""",1833
"""2014-3""","""CH""","""Homo sapiens""",1800
"""2014-3""","""ES""","""Homo sapiens""",1656
"""2014-3""","""MX""","""Homo sapiens""",1582
"""2014-3""","""DK""","""Homo sapiens""",1428
"""2014-3""","""RO""","""Homo sapiens""",1383
"""2014-3""","""RO""","""Homo sapiens""",1383
"""2014-3""","""UA""","""Homo sapiens""",1288
"""2014-3""","""IE""","""Homo sapiens""",1144
"""2014-3""","""GR""","""Homo sapiens""",1098
"""2014-3""","""IL""","""Homo sapiens""",1014
"""2014-3""","""PL""","""Homo sapiens""",948
"""2014-3""","""PH""","""Homo sapiens""",927
"""2014-3""","""HR""","""Homo sapiens""",876
"""2014-3""","""LV""","""Homo sapiens""",867
"""2014-3""","""IT""","""Homo sapiens""",866
"""2014-3""","""GR""","""Homo sapiens""",858
"""2014-3""","""MX""","""Homo sapiens""",838
"""2014-3""","""ES""","""Homo sapiens""",828
"""2014-3""","""SI""","""Homo sapiens""",748
"""2014-3""","""DK""","""Homo sapiens""",714
"""2014-3""","""MN""","""Homo sapiens""",666
"""2014-3""","""TH""","""Homo sapiens""",648
"""2014-3""","""TH""","""Homo sapiens""",648
"""2014-3""","""EG""","""Homo sapiens""",560
"""2014-3""","""ID""","""Homo sapiens""",537
"""2014-3""","""PH""","""Homo sapiens""",531
"""2014-3""","""NL""","""Homo sapiens""",512
"""2014-3""","""BE""","""Homo sapiens""",489
"""2014-3""","""ID""","""Homo sapiens""",441
"""2014-3""","""NP""","""Homo sapiens""",436
"""2014-3""","""IT""","""Homo sapiens""",432
"""2014-3""","""OM""","""Homo sapiens""",414
"""2014-3""","""OM""","""Homo sapiens""",414
"""2014-3""","""PT""","""Homo sapiens""",408
"""2014-3""","""EG""","""Homo sapiens""",384
"""2014-3""","""LV""","""Homo sapiens""",375
"""2014-3""","""EE""","""Homo sapiens""",350
"""2014-3""","""PL""","""Homo sapiens""",345
"""2014-3""","""NP""","""Homo sapiens""",340
"""2014-3""","""KZ""","""Homo sapiens""",340
"""2014-3""","""KZ""","""Homo sapiens""",340
"""2014-3""","""BR""","""Homo sapiens""",321
"""2014-3""","""BR""","""Homo sapiens""",321
"""2014-3""","""NL""","""Homo sapiens""",308
"""2014-3""","""CO""","""Homo sapiens""",295
"""2014-3""","""DE""","""Homo sapiens""",294
"""2014-3""","""DE""","""Homo sapiens""",294
"""2014-3""","""LT""","""Homo sapiens""",292
"""2014-3""","""CO""","""Homo sapiens""",290
"""2014-3""","""LK""","""Homo sapiens""",288
"""2014-3""","""BD""","""Homo sapiens""",288
"""2014-3""","""MG""","""Homo sapiens""",282
"""2014-3""","""LU""","""Homo sapiens""",279
"""2014-3""","""RS""","""Homo sapiens""",276
"""2014-3""","""MN""","""Homo sapiens""",276
"""2014-3""","""BE""","""Homo sapiens""",255
"""2014-3""","""RS""","""Homo sapiens""",216
"""2014-3""","""HU""","""Homo sapiens""",207
"""2014-3""","""HU""","""Homo sapiens""",207
"""2014-3""","""AL""","""Homo sapiens""",204
"""2014-3""","""AU""","""Homo sapiens""",192
"""2014-3""","""AU""","""Homo sapiens""",192
"""2014-3""","""GF""","""Homo sapiens""",189
"""2014-3""","""GF""","""Homo sapiens""",189
"""2014-3""","""PT""","""Homo sapiens""",186
"""2014-3""","""AL""","""Homo sapiens""",171
"""2014-3""","""BD""","""Homo sapiens""",166
"""2014-3""","""BT""","""Homo sapiens""",162
"""2014-3""","""EE""","""Homo sapiens""",158
"""2014-3""","""BY""","""Homo sapiens""",148
"""2014-3""","""BA""","""Homo sapiens""",144
"""2014-3""","""BY""","""Homo sapiens""",132
"""2014-3""","""SK""","""Homo sapiens""",132
"""2014-3""","""MU""","""Homo sapiens""",130
"""2014-3""","""LU""","""Homo sapiens""",129
"""2014-3""","""MG""","""Homo sapiens""",126
"""2014-3""","""SG""","""Homo sapiens""",123
"""2014-3""","""SG""","""Homo sapiens""",123
"""2014-3""","""NC""","""Homo sapiens""",114
"""2014-3""","""AZ""","""Homo sapiens""",99
"""2014-3""","""PK""","""Homo sapiens""",96
"""2014-3""","""KE""","""Homo sapiens""",96
"""2014-3""","""MQ""","""Homo sapiens""",96
"""2014-3""","""LT""","""Homo sapiens""",94
"""2014-3""","""KE""","""Homo sapiens""",93
"""2014-3""","""CZ""","""Homo sapiens""",93
"""2014-3""","""UG""","""Homo sapiens""",92
"""2014-3""","""UG""","""Homo sapiens""",90
"""2014-3""","""IS""","""Homo sapiens""",88
"""2014-3""","""MU""","""Homo sapiens""",88
"""2014-3""","""IN""","""Homo sapiens""",87
"""2014-3""","""BT""","""Homo sapiens""",82
"""2014-3""","""MQ""","""Homo sapiens""",78
"""2014-3""","""BA""","""Homo sapiens""",75
"""2014-3""","""LK""","""Homo sapiens""",72
"""2014-3""","""BG""","""Homo sapiens""",72
"""2014-3""","""NG""","""Homo sapiens""",69
"""2014-3""","""SK""","""Homo sapiens""",69
"""2014-3""","""GH""","""Homo sapiens""",68
"""2014-3""","""BG""","""Homo sapiens""",66
"""2014-3""","""NC""","""Homo sapiens""",56
"""2014-3""","""GP""","""Homo sapiens""",56
"""2014-3""","""NG""","""Homo sapiens""",54
"""2014-3""","""IN""","""Homo sapiens""",54
"""2014-3""","""RW""","""Homo sapiens""",52
"""2014-3""","""PK""","""Homo sapiens""",52
"""2014-3""","""IS""","""Homo sapiens""",48
"""2014-3""","""GE""","""Homo sapiens""",48
"""2014-3""","""DZ""","""Homo sapiens""",44
"""2014-3""","""CZ""","""Homo sapiens""",39
"""2014-3""","""GP""","""Homo sapiens""",34
"""2014-3""","""TR""","""Homo sapiens""",32
"""2014-3""","""MT""","""Homo sapiens""",32
"""2014-3""","""BF""","""Homo sapiens""",30
"""2014-3""","""CM""","""Homo sapiens""",28
"""2014-3""","""GT""","""Homo sapiens""",28
"""2014-3""","""BF""","""Homo sapiens""",26
"""2014-3""","""KH""","""Homo sapiens""",24
"""2014-3""","""CU""","""Homo sapiens""",24
"""2014-3""","""TG""","""Homo sapiens""",22
"""2014-3""","""TN""","""Homo sapiens""",21
"""2014-3""","""JO""","""Homo sapiens""",21
"""2014-3""","""FI""","""Homo sapiens""",20
"""2014-3""","""GH""","""Homo sapiens""",20
"""2014-3""","""MZ""","""Homo sapiens""",20
"""2014-3""","""FI""","""Homo sapiens""",18
"""2014-3""","""CL""","""Homo sapiens""",18
"""2014-3""","""DZ""","""Homo sapiens""",18
"""2014-3""","""CL""","""Homo sapiens""",16
"""2014-3""","""EC""","""Homo sapiens""",15
"""2014-3""","""KH""","""Homo sapiens""",15
"""2014-3""","""VE""","""Homo sapiens""",14
"""2014-3""","""GT""","""Homo sapiens""",12
"""2014-3""","""CR""","""Homo sapiens""",10
"""2014-3""","""AM""","""Homo sapiens""",10
"""2014-3""","""UZ""","""Homo sapiens""",9
"""2014-3""","""UZ""","""Homo sapiens""",9
"""2014-3""","""PY""","""Homo sapiens""",8
"""2014-3""","""NE""","""Homo sapiens""",8
"""2014-3""","""BH""","""Homo sapiens""",8
"""2014-3""","""PE""","""Homo sapiens""",6
"""2014-3""","""CN""","""Aves""",6
"""2014-3""","""PE""","""Homo sapiens""",4
"""2014-3""","""PA""","""Homo sapiens""",4
"""2014-3""","""SN""","""Homo sapiens""",4
"""2014-3""","""IQ""","""Homo sapiens""",4
"""2014-3""","""BH""","""Homo sapiens""",4
"""2014-3""","""AR""","""Homo sapiens""",4
"""2014-3""","""SV""","""Homo sapiens""",4
"""2014-3""","""MY""","""Homo sapiens""",3
"""2014-3""","""MY""","""Homo sapiens""",3
"""2014-3""","""ZM""","""Homo sapiens""",2
"""2014-4""","""CN""","""Homo sapiens""",13350
"""2014-4""","""CA""","""Homo sapiens""",9504
"""2014-4""","""CN""","""Homo sapiens""",6675
"""2014-4""","""CA""","""Homo sapiens""",4752
"""2014-4""","""US""","""Homo sapiens""",2193
"""2014-4""","""FR""","""Homo sapiens""",1974
"""2014-4""","""NO""","""Homo sapiens""",1948
"""2014-4""","""QA""","""Homo sapiens""",1748
"""2014-4""","""QA""","""Homo sapiens""",1748
"""2014-4""","""SE""","""Homo sapiens""",1206
"""2014-4""","""US""","""Homo sapiens""",1133
"""2014-4""","""FR""","""Homo sapiens""",987
"""2014-4""","""NO""","""Homo sapiens""",974
"""2014-4""","""JP""","""Homo sapiens""",788
"""2014-4""","""JP""","""Homo sapiens""",788
"""2014-4""","""ZA""","""Homo sapiens""",707
"""2014-4""","""ZW""","""Homo sapiens""",658
"""2014-4""","""UA""","""Homo sapiens""",608
"""2014-4""","""SE""","""Homo sapiens""",603
"""2014-4""","""BR""","""Homo sapiens""",519
"""2014-4""","""BR""","""Homo sapiens""",519
"""2014-4""","""ZA""","""Homo sapiens""",367
"""2014-4""","""OM""","""Homo sapiens""",360
"""2014-4""","""ZW""","""Homo sapiens""",329
